,unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
711,PAMsc;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Shenango: some beds of medium-gray shale, upper third of formation is more shaly; contains a few marine fossils. Cuyahoga: dark-gray shale containing interbedded light-gray, flaggy sandstone; Includes, in descending order: Meadville Shale and Orangeville Shale; marine fossils common. "
712,PAOa;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,medium-gray fossiliferous limestone. 
713,PAOan;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"light-gray, massive, high-calcium limestone; mottled at base. "
714,PAOb;20,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,Ops and Orr 
715,PAOb;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
716,PAOb;20,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,Orr 
717,PAOb;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
718,PAOb;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Oe and Os 
719,PAOb;23,Minor,Sedimentary,Chemical,Chert,,,Chert,Lense,Oo and Ori 
720,PAOb;23,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,Oe and Os 
721,PAOba;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,Obf: medium-bedded dolomite 
722,PAOba;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Oa: medium-gray fossiliferous limestone 
723,PAOba;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,Obf 
724,PAObe;15,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"gray to olive-gray and grayish-red, fine- to coarse-grained, crossbedded sandstone "
725,PAObe;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
726,PAObe;15,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
727,PAObe;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,some conglomerate (Lost Run Member) 
728,PAObf;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium-gray, brownish-weathering, medium-bedded dolomite  "
729,PAObf;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
730,PAObl;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
731,PAObl;15,Minor,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,Bed,"Benner Formation--includes chemically pure Valentine Member (Obv) at top, and, below, the less pure Valley View Member, which contains metabentonite beds. "
732,PAObl;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
733,PAObv;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,chemically pure limestone 
734,PAOc;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"dark-gray, cobbly, argillaceous limestone "
735,PAOc;20,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,abundant irregular shale partings 
736,PAOc;20,Minor,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,Bed,some metabentonite beds present 
737,PAOCAc;0,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Light-gray, thin-bedded, impure, contorted limestone; in Chester Valley, includes micaceous limestone in upper part, phyllite in middle, and alternating dolomite and limestone in lower part "
738,PAOCAc;0,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,contorted limestone having shale partings 
739,PAOCAc;0,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,conglomeratic at base 
740,PAOCAc;0,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"in Chester Valley, includes micaceous limestone in upper part, phyllite in middle, and alternating dolomite and limestone in lower part. "
741,PAPAl;7,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
742,PAPAl;7,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
743,PAOCAc;0,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,Bed,"in Chester Valley, includes micaceous limestone in upper part, phyllite in middle, and alternating dolomite and limestone in lower part. "
744,PAOcl;15,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,,Ocn 
745,PAOcl;15,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,, 
746,PAOcl;15,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,,Obl 
747,PAOcl;15,Minor,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite,,Ocn: Nealmont Formation--medium-gray fossiliferous limestone (calcarenite--Rodman Member) 
748,PAOps;20,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
749,PAOr;15,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
750,PAOr;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
751,PAOcn;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Coburn Formation--medium-gray to very dark gray, very fossiliferous limestone and shaly limestone; Salona Formation--very dark gray to black, nonfossiliferous shaly limestone; Nealmont Formation--medium-gray fossiliferous limestone (calcarenite--Rodman Member) overlying thin-bedded shaly limestone (calcilutite--Center Hall Member). "
752,PAOcn;15,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,"Coburn Formation--medium-gray to very dark gray shaly limestone; Salona Formation--very dark gray to black, nonfossiliferous shaly limestone and calcareous shale containing metabentonite beds; Nealmont Formation--thin-bedded shaly limestone (calcilutite--Center Hall Member). "
753,PAOcn;15,Minor,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,,Salona Formation--containing metabentonite beds 
754,PAOcn;15,Minor,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite,Bed,Nealmont Formation--medium-gray fossiliferous limestone (calcarenite--Rodman Member). 
755,PAOco;21,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"some interbedded argillaceous and quartzose sandstone; predominantly allochthonous, and probably closely related to Hamburg sequence, but includes some autochthonous elements.  "
756,PAOe;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"very finely crystalline, light-gray limestone; coarsely crystalline limestone lenses present. "
757,PAOe;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
758,PAOe;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"thick-bedded, medium- to medium-dark-gray, finely crystalline limestone, weathering light gray "
759,PAOe;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"yellow dolomitic laminae; interbedded medium-dark-gray, finely crystalline dolomite, weathering yellowish gray "
760,PAOh;21,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
761,PAOh;21,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,includes some wildflysch having Martinsburg matrix. 
762,PAOha;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
763,PAOhg;21,Major,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,, 
764,PAOhjv;21,Major,Igneous,Volcanic,Mafic-volcanic,Andesite,,Andesite,Bed,andesite extrusives 
765,PAOhjv;21,Major,Metamorphic,Metaigneous,Metaintrusive,Metadiabase,,Metadiabase,Bed,"dark-greenish-gray metadiabase. Metadiabase weathers medium gray to brown, forming rounded cobbles and boulders. "
766,PAOhl;21,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
767,PAOhm;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Hershey--dark-gray to black, thin-bedded, argillaceous limestone; Myerstown--medium- to dark-gray, platy, medium-crystalline limestone; carbonaceous at base. "
768,PAOhsg;21,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
769,PAOhsg;21,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,Bed, 
770,PAOj;15,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"grayish-red, very fine to medium-grained, crossbedded sandstone "
771,PAOj;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
772,PAOj;15,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
773,PAOjb;15,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
774,PAOjb;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
775,PAOjb;15,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
776,PAOjb;15,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"Bald Eagle Formation (Obe), Lost Run Member "
777,PAOjk;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,dark-gray shaly limestone (cement rock) having slaty cleavage; basal medium- to thick-bedded limestone (cement limestone) increases in thickness eastward 
778,PAOjk;23,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,dark-gray shaly limestone (cement rock) having slaty cleavage 
779,PAOm;20,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"gray to dark-gray, buff-weathering shale "
780,PAOm;22,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous,"dark-gray, slaty to phyllitic shale, calcareous at base "
781,PAOm;23,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
782,PAOm;23,Major,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,Bed, 
783,PAOmgs;20,Major,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,Bed, 
784,PAOmgs;23,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
785,PAOmgs;23,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,Bed, 
786,PAOmgs;23,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,includes autochthonous sandstone and shale of Shochary Ridge 
787,PAOml;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"dark-gray, thin-bedded, platy argillaceous limestone  "
788,PAOml;20,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
789,PAOml;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,local limestone masses (wildflysch) 
790,PAOn;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium- to dark-gray, thick-bedded dolomite . "
791,PAOn;15,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,containing chert and siliceous oolites. 
792,PAOns;15,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
793,PAOns;15,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,Nittany Formation (On) and Larke Formation 
794,PAOns;15,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,Nittany Formation (On) 
795,PAOns;15,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,Stonehenge/Larke Formation (Osl): containing edgewise conglomerate; to the west. 
796,PAOo;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"light- to dark-gray, very finely to medium-crystalline dolomite  "
797,PAOo;22,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
798,PAOo;22,Minor,Sedimentary,Chemical,Chert,,,Chert,,"interbedded nodular, dark-gray chert at base "
799,PAOo;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium-dark-gray, finely crystalline dolomite, massive to finely laminated; weathers grayish yellow "
800,PAOr;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"fine-grained, thinbedded sandstone having graded bedding; upper sandstone is very fossiliferous "
801,PAOr;15,Incidental,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Calcareous,includes Antes Formation (black calcareous shale) at base along Nittany Arch. 
802,PAOri;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"gray, very finely to coarsely crystalline, laminated dolomite "
803,PAOri;22,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,"dark-gray chert in irregular beds, stringers, and nodules "
804,PAOri;23,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium- to dark-gray, coarsely crystalline dolomite in lower part; medium- to medium-light-gray, finely crystalline dolomite in upper part "
805,PAOri;23,Minor,Sedimentary,Chemical,Chert,,,Chert,Lense,"chert lenses, beds, and nodules "
806,PAPAp;7,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
807,PAOrr;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,mostly limestone; stromatolitic limestone in middle; pinkish marbleoid limestone and chert at base. 
808,PAOrr;20,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
809,PAOs;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"stromatolitic, fine-grained limestone; includes coarser grained and conglomeratic, siliceous, laminated Stoufferstown Formation at base "
810,PAOs;22,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"gray, finely crystalline limestone  "
811,PAOs;22,Incidental,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,containing dark-gray silty laminations 
812,PAOs;22,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,numerous edgewise conglomerate beds 
813,PAOs;23,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"medium-light-gray to medium-gray, finely crystalline, thickbedded limestone, containing dark siliceous laminae, and fossil-fragment lenses "
814,PAOs;23,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"medium-light-gray to medium-gray, finely crystalline, thickbedded limestone, containing dark siliceous laminae; dolomite beds increase in number eastward. "
815,PAOs;23,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,edgewise conglomerate beds 
816,PAOsl;15,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"medium-gray, medium-bedded to laminated, fossiliferous, oolitic limestone.  "
817,PAOsl;15,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,oolitic limestone containing edgewise conglomerate; to the west. 
818,PAOsl;15,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"Stonehenge is laterally equivalent to medium- to dark-gray, coarsely crystalline dolomite (Larke). "
819,PAOsp;20,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"very finely crystalline, ""birdseye"" limestone at top and base, granular fossiliferous limestone in middle "
820,PAOsp;20,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed,"granular fossiliferous limestone, black chert, and dolomite in middle "
821,PAOsp;20,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"granular fossiliferous limestone, black chert, and dolomite in middle "
822,PAPAa;6,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
823,PAPAa;6,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
824,PAPAa;6,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,,Vanport Limestone 
825,PAPAa;6,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,,includes valuable clay deposits 
826,PAPAa;6,Minor,Sedimentary,Coal,,,,Coal,,"commercially valuable Freeport, Kittanning, and Brookville-Clarion coals present; base is at bottom of Brookville-Clarion coal. "
827,PAPAap;6,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
828,PAPAap;6,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
829,PAPAap;6,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,includes lower Pottsville conglomerate 
830,PAPAc;6,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,Casselman & Glenshaw Formations 
831,PAPAc;6,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,Casselman Formation 
832,PAPAc;6,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,,Casselman and Glenshaw Formations 
833,PAPAc;6,Minor,Sedimentary,Clastic,,,,Clastic,,"Casselman and Glenshaw Formations, red beds; red beds are associated with landslides "
834,PAPAc;6,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,,"Casselman: thin, impure limestone; Glenshaw: thin limestone, includes four marine limestone or shale horizons "
835,PAPAc;6,Minor,Sedimentary,Coal,,,,Coal,,"Casselman: thin, nonpersistent coal; Glenshaw: coal "
836,PAPAcc;6,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
837,PAPAcc;6,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
838,PAPAcc;6,Major,Sedimentary,Clastic,,,,Clastic,,"red beds, red beds are associated with landslides "
839,PAPAcc;6,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,,"thin, impure limestone "
840,PAPAcc;6,Incidental,Sedimentary,Coal,,,,Coal,,"and thin, nonpersistent coal "
841,PAPAcg;6,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,includes four marine limestone or shale horizons 
842,PAPAcg;6,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
843,PAPAcg;6,Minor,Sedimentary,Clastic,,,,Clastic,,red beds; red beds are involved in landslides 
844,PAPAcg;6,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,,includes four marine limestone or shale horizons 
845,PAPAl;7,Minor,Sedimentary,Coal,Anthracite,,,Anthracite,Bed,numerous anthracite coals in repetitive sequences 
846,PAPAm;6,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,, 
847,PAPAm;6,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
848,PAPAm;6,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,, 
849,PAPAm;6,Major,Sedimentary,Coal,,,,Coal,,commercial coals present 
850,PAPAp;6,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,Predominantly gray sandstone and conglomerate 
851,PAPAp;6,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"Predominantly gray sandstone and conglomerate, includes Olean and Sharon conglomerates of northwestern Pennsylvania "
852,PAPAp;6,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
853,PAPAp;6,Incidental,Sedimentary,Clastic,Mudstone,Claystone,,Claystone,Bed,commercially valuable high-alumina clays present locally. 
854,PASbm;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Mifflintown Formation--interbedded dark-gray shale and medium-gray fossiliferous limestone 
855,PASbm;19,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Calcareous, 
856,PASbm;19,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
857,PASbm;19,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Mifflintown Formation--interbedded dark-gray shale and medium-gray fossiliferous limestone; 
858,PASbm;19,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
859,PASc;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"light-olive-gray to brownish-gray, fossiliferous shale; Above Rose Hill is Keefer Formation--light- to dark-gray shale "
860,PASc;19,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
861,PASc;19,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,"includes dark-reddish-gray, very fine to coarse-grained, ferruginous sandstone; Above Rose Hill is Keefer Formation--light- to dark-gray, fossiliferous sandstone, and hematitic, oolitic sandstone. "
862,PASdp;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Calcareous,Decker Formation--gray calcareous sandstone 
863,PASdp;14,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Lense,Decker Formation--lenses of calcareous conglomerate 
864,PASdp;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Lense,Decker Formation 
865,PASdp;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Lense,Decker Formation; Poxono Island Formation--thin-bedded shale; red shale in lower part. 
866,PATRhc;2,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,Cobble and pebble quartz conglomerate 
867,PASdp;14,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Lense,"Decker Formation--lenses of limestone and dolomite (in Stroudsburg area, includes calcareous shale, limestone, and dolomite of Rondout Formation at top); Bossardville Limestone--gray argillaceous limestone and dolomitic limestone; Poxono Island Formation--thin-bedded dolomite, limestone. "
868,PASdp;14,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Lense,"Decker Formation--lenses of limestone and dolomite (in Stroudsburg area, includes calcareous shale, limestone, and dolomite of Rondout Formation at top); Bossardville Limestone--gray argillaceous limestone and dolomitic limestone; Poxono Island Formation--thin-bedded dolomite.  "
869,PASs;14,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
870,PASs;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,thin shale interbeds 
871,PASt;19,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,,light- to medium-gray quartzitic sandstone; includes (to the northwest) interbedded red and nonred sandstone (Castanea Member) at top 
872,PASt;19,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,, 
873,PASt;19,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
874,PASt;19,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
875,PASt;19,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,locally conglomeratic in lower part 
876,PASwc;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous, 
877,PASwc;19,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
878,PASwc;19,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
879,PASwc;19,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
880,PASwm;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous, 
881,PASwm;19,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
882,PASwm;19,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
883,PASwm;19,"Indeterminate, major",Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
884,PASwm;19,"Indeterminate, major",Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
885,PATbm;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Terrace,reddish-brown gravelly sand 
886,PATbm;0,Major,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Terrace,reddish-brown gravelly sand 
887,PATpb;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Bed,"Dark-reddish-brown, cross-stratified, feldspathic quartz sand  "
888,PATpb;0,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Bed,some thin beds of fine gravel 
889,PATpb;0,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,Bed,rare layers of clay or silt. 
890,PATpb;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Bed,rare layers of clay or silt. 
891,PATRb;3,Major,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed,"Reddish-brown mudstone, interbedded argillites near base.  "
892,PATRb;3,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
893,PATRb;3,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
894,PATRb;3,Incidental,Metamorphic,Metasedimentary,Metaclastic,Argillite,,Argillite,Bed,"Reddish-brown mudstone, interbedded argillites near base.  "
895,PATRfl;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Yellowish-gray to medium-gray, angular limestone and dolomite pebbles, cobbles, and fragments set in a red, very fine grained quartz matrix. "
896,PATRfl;0,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"Yellowish-gray to medium-gray, angular limestone and dolomite pebbles, cobbles, and fragments set in a red, very fine grained quartz matrix. "
897,PATRfl;0,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,few shale-clast interbeds. 
898,PATRfl;0,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,"Yellowish-gray to medium-gray, angular limestone and dolomite pebbles, cobbles, and fragments set in a red, very fine grained quartz  "
899,PATRfq;0,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,"Well-rounded quartzite pebbles, cobbles, and rare boulders set in a reddish-brown, sandy matrix. "
900,PATRfq;0,Minor,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,"Well-rounded quartzite pebbles, cobbles, and rare boulders set in a reddish-brown, sandy matrix. "
901,PATRfq;0,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"Well-rounded quartzite pebbles, cobbles, and rare boulders set in a reddish-brown, sandy matrix. "
902,PATRg;1,Major,Sedimentary,Clastic,Mixed-clastic,Siltstone-mudstone,,Siltstone-mudstone,Bed,"Reddish-brown to maroon, silty mudstone  "
903,PATRg;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
904,PATRg;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
905,PATRg;1,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,several thin beds of impure limestone 
906,PATRgc;1,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,red siltstone 
907,PATRgc;1,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,,red mudstone 
908,PATRgh;1,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Red, green, and gray shale and argillite "
909,PATRgh;1,Minor,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,Bed,minor thin beds of gray arkosic sandstone 
910,PATRgh;1,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,some quartz conglomerate and limestone conglomerate. 
911,PATRgh;1,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,some quartz conglomerate and limestone conglomerate. 
912,PATRgh;1,Minor,Metamorphic,Metasedimentary,Metaclastic,Argillite,,Argillite,Bed,"Red, green, and gray shale and argillite "
913,PATRh;2,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,"Gray and pale red, fine- to coarse-grained quartzose sandstone, siltstone, and mudstone. "
914,PATRh;2,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,,"Gray and pale red, fine- to coarse-grained quartzose sandstone, siltstone, and mudstone. "
915,PATRh;2,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,,"Gray and pale red, fine- to coarse-grained quartzose sandstone, siltstone, and mudstone. "
916,PATRhc;2,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,interbedded with red sandstone. 
917,PATRl;3,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Dark-gray to black, thick-bedded argillite containing a few zones of thin-bedded black shale, locally has thin layers of impure limestone and calcareous shale. "
918,PATRl;3,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"Dark-gray to black, thick-bedded argillite containing a few zones of thin-bedded black shale, locally has thin layers of impure limestone and calcareous shale. "
919,PATRl;3,Incidental,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed,"Dark-gray to black, thick-bedded argillite  "
920,PATRl;3,Major,Metamorphic,Metasedimentary,Metaclastic,Argillite,,Argillite,Bed,"Dark-gray to black, thick-bedded argillite containing a few zones of thin-bedded black shale, locally has thin layers of impure limestone and calcareous shale. "
921,PATRn;4,Major,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,Bed,"Light-gray to buff, commonly arkosic sandstone and fine-grained sandstone "
922,PATRn;4,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
923,PATRn;4,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
924,PATRn;4,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
