,unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
266,MDlmr;3,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,,"blue, purple, and green phyllitic slates "
267,MDlmr;3,Major,Metamorphic,Metaigneous,Metavolcanic,Metaandesite,,Metaandesite,,blue and purple amygdaloidal metaandesite 
268,MDMg;1,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
269,MDMg;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
270,MDMg;1,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
271,MDMg;1,Minor,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite,, 
272,MDMmc;1,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,"red, green, brown, and gray thin-bedded and cross-bedded sandstones "
273,MDMp;1,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,"Gray, white, tan, and brown, thin- to thick-bedded, cross-bedded sandstone "
274,MDMp;1,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
275,MDMp;1,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,,"interbedded gray and reddish-brown shale, mudstone, and siltstone "
276,MDOCAc;1,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
277,MDOCAc;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
278,PADck;16,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
279,PACAwb;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
280,PACAwb;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
281,PACAwb;24,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
282,PACAwb;24,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
283,PACAwb;24,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
284,PACAwb;24,Incidental,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed, 
285,PACAwl;24,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,Weverton--gray to purplish-gray quartzite 
286,PACAwl;24,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,Weverton--gray to purplish-gray quartzose conglomerate containing rounded pebbles. Loudoun--conglomerate. 
287,PACAwl;24,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,,Loudoun--sericitic slate 
288,PACAwl;24,Minor,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,,"Loudoun--purplishgray, crumbly, poorly sorted, arkosic sandstone "
289,PACAz;24,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"interbanded and interlaminated limestone and dolomite, thin- to thick-bedded; stromatolitic limestone "
290,PAPZo;0,Minor,Metamorphic,Gneiss,,,,Gneiss,,hornblende gneiss 
291,PACAz;24,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,Bed,"interbanded and interlaminated limestone and dolomite, thin- to thick-bedded "
292,PACAz;24,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"several thin, local quartz sandstone beds "
293,PACAzc;22,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,,"medium-gray, finely crystalline dolomite; silty to sandy, containing numerous siliceous to argillaceous laminae. "
294,PADbe;14,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,Buttermilk Falls Limestone--gray fossiliferous limestone and black chert 
295,PADbe;14,Incidental,Sedimentary,Chemical,Chert,,,Chert,Bed,Buttermilk Falls Limestone--gray fossiliferous limestone and black chert 
296,PADbe;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,Palmerton Sandstone--massive white siliceous sandstone 
297,PADbe;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Calcareous,"Schoharie Formation--gray calcareous, argillaceous siltstone; Esopus Formation--gray silty shale and sandy siltstone. "
298,PADbe;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Esopus Formation--gray silty shale 
299,PADbh;12,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Brallier--medium-gray, planar-bedded siltstone  "
300,PADbh;12,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,Brallier--interbedded with light-olive shale; with sparse marine fauna and dark-gray shale. 
301,PADbh;12,Minor,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed,Harrell--black shale (Burket Member) 
302,PADbr;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"includes, in descending order: Berea Sandstone and Cussewago Sandstone; marine fossils common "
303,PADbr;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
304,PADbr;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"includes, in descending order: Bedford Shale and Riceville Shale; marine fossils common. "
305,PADbv;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"greenish-yellow and gray sandstone; Venango not mapped separately because upper key bed (Woodcock Sandstone) is missing. Includes, in descending order: Berea Sandstone, Cussewago Sandstone, and Venango Formation equivalent; contains marine fossils. "
306,PADbv;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
307,PADbv;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"becoming more shaly and more gray downward; Includes, in descending order: Bedford Shale, Riceville Shale, and Venango Formation equivalent; contains marine fossils. "
308,PADf;12,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,substantial brownish-gray sandstone 
309,PADbv;8,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,bottom of interval is bottom of Panama Conglomerate 
310,PADcb;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
311,PADcb;17,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
312,PADcb;17,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
313,PADcbr;18,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,marine fossils. 
314,PADcbr;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,marine fossils. 
315,PADcbs;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
316,PADcbs;18,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
317,PADcbs;18,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
318,PADccf;17,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
319,PADccf;17,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
320,PADccf;17,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
321,PADccf;18,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
322,PADccf;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
323,PADcd;17,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
324,PADcd;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
325,PADcd;17,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
326,PADcd;17,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
327,PADcd;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
328,PADcd;18,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
329,PADcd;18,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
330,PADcd;18,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,conglomerate occurs at base of some cycles. 
331,PADch;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"included in Conneaut Group and ""Chemung"" of earlier workers; marine fossils common; includes ""pink rock"" of drillers. "
332,PADch;8,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
333,PADch;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
334,PADciv;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
335,PADciv;17,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
336,PADciv;17,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
337,PADciv;17,Incidental,Sedimentary,Clastic,Mixed-clastic,Conglomerate-sandstone,,Conglomerate-sandstone,Bed,Lower part of member has conglomeratic sandstones. 
338,PADck;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
339,PADck;12,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
340,PADck;12,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
341,PADck;12,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
342,PADck;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
343,PADck;15,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
344,PADck;15,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
345,PADck;16,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
346,PADck;16,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
347,PADck;16,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
348,PADclr;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
349,PADclr;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
350,PADclr;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
351,PADclw;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
352,PADclw;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
353,PADclw;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
354,PADcp;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
355,PADcp;18,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,some laterally persistent conglomerate beds in lower part 
356,PADcpg;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
357,PADcpg;18,"Indeterminate, major",Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
358,PADcpg;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
359,PADcpg;18,Major,Sedimentary,Clastic,,,,Clastic,Bed,containing intermittent red beds 
360,PADcpp;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
361,PADcpp;18,"Indeterminate, major",Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
362,PADcpp;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
363,PADcr;8,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"includes, in descending order: Corry Sandstone and Cussewago Sandstone; marine fossils common "
364,PADcr;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"includes, in descending order: Bedford Shale and Riceville Shale; marine fossils common. "
365,PADcr;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
366,PADcsc;17,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
367,PADcsc;17,Major,Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
368,PADcsc;17,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
369,PADct;18,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,freshwater fossils 
370,PADct;18,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,freshwater fossils 
371,PADct;18,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,freshwater fossils 
372,PADcw;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
373,PADcw;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
374,PADcw;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
375,PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
376,PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
377,PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
378,PADcwt;18,"Indeterminate, major",Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
379,PADf;12,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
380,PADf;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
381,PADf;12,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed, 
382,PADg;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,"Argillaceous, ashen-gray, flaky shale and siltstone; included in Conneaut Group and ""Chemung"" of earlier workers; marine fossils rare. "
383,PADg;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,"Argillaceous, ashen-gray, flaky shale and siltstone; included in Conneaut Group and ""Chemung"" of earlier workers; marine fossils rare. "
384,PADh;0,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
385,PADh;0,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
386,PADh;0,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
387,PADh;0,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
388,PADh;0,Major,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed, 
389,PADh;0,Incidental,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,Bed, 
390,PADlh;15,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed,marine fossils throughout 
391,PADlh;15,"Indeterminate, major",Sedimentary,Clastic,Siltstone,,,Siltstone,Bed,marine fossils throughout 
392,PADlh;15,"Indeterminate, major",Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,marine fossils throughout 
393,PADlh;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,marine fossils throughout 
394,PADm;0,Major,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,Bed,black shale; sparse marine fauna and siderite concretions. 
395,PAPAp;6,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,Bed,"thin marine limestones present in Beaver, Lawrence, and Mercer Counties; "
396,PAPAp;6,Incidental,Sedimentary,Coal,,,,Coal,Bed,minable coals present locally 
397,PAPAp;7,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,Sharp Mountain--conglomerate and conglomeratic sandstone 
398,PAPAp;7,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,"fine- to coarse-grained sandstone, Schuylkill--sandstone and conglomeratic sandstone; Tumbling Run--conglomeratic sandstone and sandstone. "
399,PAPAp;7,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
400,PAPAp;7,Minor,Sedimentary,Coal,Anthracite,,,Anthracite,Bed,minable anthracite coals 
401,PAPAp;7,Minor,Sedimentary,Clastic,Mixed-clastic,Conglomerate-sandstone,,Conglomerate-sandstone,Bed,Sharp Mountain--conglomerate and conglomeratic sandstone; Schuylkill--sandstone and conglomeratic sandstone; Tumbling Run--conglomeratic sandstone and sandstone. 
402,PApCAa;14,Major,Igneous,Plutonic,Anorthosite,,,Anorthosite,,"anorthosite - medium to coarse grained, light to dark bluish gray, predominantly plagioclase; local alteration minerals "
403,PApCAfgh;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"felsic and intermediate gneiss - light, medium grained; includes rocks of probable sedimentary origin. "
404,PApCAfgh;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin. 
405,PApCAfgp;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"felsic gneiss - light, medium grained; includes rocks of probable sedimentary origin. "
406,PApCAfgp;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin. 
407,PApCAfm;14,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,"marble - white, coarsely crystalline; disseminated graphite flakes. "
408,PApCAgg;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"graphitic felsic gneiss - includes Pickering Gneiss and small areas of marble; dominantly quartz and feldspar with varying amounts of graphite and various metamorphic minerals; medium grained, light to dark gray and greenish gray; sedimentary origin. "
409,PApCAgg;14,Minor,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,small areas of marble 
410,PAPZpb;0,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,quartz conglomerate having a matrix of sericite and chlorite (Cardiff). 
411,PApCAgg;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,"graphitic felsic gneiss - includes Pickering Gneiss and small areas of marble; dominantly quartz and feldspar with varying amounts of graphite and various metamorphic minerals; medium grained, light to dark gray and greenish gray; sedimentary origin. "
412,PApCAgga;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"banded mafic gneiss - dark, fine to medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""pCAmgh."" "
413,PApCAgga;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,," includes rocks of probable sedimentary origin; may be equivalent to ""pCAmgh."" "
414,PApCAggd;14,Major,Metamorphic,Gneiss,Muscovite-gneiss,,,Muscovite-gneiss,,"felsic and intermediate gneiss - medium grained, light pink to greenish gray; largely quartz, feldspar, and mica; commonly gneissic, containing alteration minerals; interfingers with gabbroic gneiss "
415,PApCAgn;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"felsic to mafic gneiss - light, medium grained; predominantly quartz and feldspar of igneous origin. "
416,PApCAgqm;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"graphitic felsic gneiss - medium grained, medium to dark gray; locally gneissic, predominantly feldspar and quartz, plus dark accessories and various alteration minerals. "
417,PApCAhg;14,Major,Metamorphic,Gneiss,Hornblende-gneiss,,,Hornblende-gneiss,,"hornblende gneiss - dark, medium grained; includes some rocks of probable sedimentary origin. "
418,PApCAhg;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes some rocks of probable sedimentary origin. 
419,PApCAmb;25,Major,Metamorphic,Metaigneous,Metavolcanic,Metabasalt,,Metabasalt,,"metabasalt - dark-gray, fine-grained intrusives; locally, mineralogy is altered and unit has greenish color. "
420,PApCAmd;14,Major,Metamorphic,Metaigneous,Metaintrusive,Metadiabase,,Metadiabase,,"metadiabase - dark-gray, fine-grained intrusives; locally, mineralogy is altered and unit has greenish color. "
421,PApCAmgh;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss - dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""PZmgh"" in places. "
422,PApCAmgh;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,"includes rocks of probable sedimentary origin; may be equivalent to ""PZmgh"" in places. "
423,PApCAmgp;14,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss - dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to ""PZmgp"" in places. "
424,PApCAmgp;14,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,"includes rocks of probable sedimentary origin; may be equivalent to ""PZmgp"" in places. "
425,PApCAmr;25,Major,Metamorphic,Metaigneous,Metavolcanic,Metarhyolite,,Metarhyolite,,"metarhyolite - light gray, green, and purple; commonly schistose, containing quartz augen and veins "
426,PApCAvs;25,Major,Metamorphic,Metaigneous,Greenstone,,,Greenstone,,"greenstone schist - fine to medium grained, light to medium green "
427,PApCAvs;25,Minor,Metamorphic,Metaigneous,Metavolcanic,,,Metavolcanic,,includes probable metavolcanic rocks 
428,PAPg;0,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,,includes red beds 
429,PAPg;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
430,PAPg;0,Minor,Sedimentary,Coal,,,,Coal,,"thin, impure coal "
431,PAPPAw;0,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
432,PAPPAw;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
433,PAPPAw;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
434,PAPZo;0,Minor,Igneous,Plutonic,Granitic,,,Granitic,,granitized members 
435,PAPPAw;0,Minor,Sedimentary,Coal,,,,Coal,,commercial coals present 
436,PAPw;0,Major,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
437,PAPw;0,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,,includes red shale 
438,PAPw;0,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
439,PAPZa;0,Major,Igneous,Plutonic,Anorthosite,,,Anorthosite,,"medium to coarse grained, light to dark bluish gray, predominantly plagioclase; local alteration minerals "
440,PAPZc;0,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,"marble - white to light bluish gray, finely to coarsely crystalline "
441,PAPZgr;0,Major,Igneous,Plutonic,Granitic,Granite,,Granite,, 
442,PAPZgr;0,Minor,Igneous,Plutonic,Granitic,Granodiorite,,Granodiorite,, 
443,PAPZgr;0,Major,Metamorphic,Gneiss,,,,Gneiss,,granitic gneiss 
444,PAPZgw;0,Major,Metamorphic,Schist,,,,Schist,,lithologically similar to oligoclase-mica schist of the Wissahickon Formation (PZw) 
445,PAPZgw;0,Minor,Metamorphic,Amphibolite,,,,Amphibolite,,also includes lenticular amphibolite bodies having ocean-floor basalt chemistry 
446,PAPZgw;0,Minor,Metamorphic,Gneiss,,,,Gneiss,,"some hornblende gneiss, augen gneiss (PZw) "
447,PAPZm;0,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
448,PAPZm;0,Major,Metamorphic,Schist,Mica-schist,,,Mica-schist,,mica-chlorite schist 
449,PAPZm;0,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
450,PAPZmg;0,Major,Metamorphic,Gneiss,,,,Gneiss,,hornblende gneiss 
451,PAPZmg;0,Major,Metamorphic,Metaigneous,Metaintrusive,Metagabbro,,Metagabbro,,"metagabbro - ranges from fine- to medium-grained, altered gabbro  "
452,PAPZmgh;0,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin; may be equivalent to pCAmgh in places 
453,PAPZmgp;0,Major,Metamorphic,Gneiss,,,,Gneiss,,"mafic gneiss - dark, medium grained; includes rocks of probable sedimentary origin; may be equivalent to pCAmgp in places. "
454,PAPZmgp;0,Minor,Metamorphic,Metasedimentary,Paragneiss,,,Paragneiss,,includes rocks of probable sedimentary origin; may be equivalent to pCAmgp in places. 
455,PAPZo;0,Major,Metamorphic,Schist,,,,Schist,,albite-chlorite schist 
456,PAPZo;0,Major,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite,, 
457,PAPZpb;0,Major,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate,,bluish-black slate (Peach Bottom) 
458,PAPZpc;0,Major,Metamorphic,Schist,,,,Schist,,chlorite-sericite schist 
459,PAPZpc;0,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,interbedded quartzite 
460,PAPZpg;0,Major,Igneous,Plutonic,Granitic,Leucocratic-granitic,Pegmatite,Pegmatite,,"coarse to medium grained, granitic; contacts range from sharp to narrowly gradational; some zoning in places "
461,PASwm;19,"Indeterminate, major",Sedimentary,Clastic,Mudstone,,,Mudstone,Bed, 
462,PAPZsc;0,Major,Metamorphic,Metaigneous,Metavolcanic,Metabasalt,,Metabasalt,,"metabasalt - altered basaltic flows, some amygdaloidal; green, schistose, containing hornblende, epidote, chlorite, and quartz "
463,PAPZsq;0,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,includes white feldspathic quartzite 
464,PAPZsq;0,Minor,Metamorphic,Gneiss,Muscovite-gneiss,,,Muscovite-gneiss,,gray mica gneiss 
465,PAPZsq;0,Minor,Metamorphic,Schist,Mica-schist,,,Mica-schist,,mica schist 
466,PAPZu;0,Major,Metamorphic,Metaigneous,Serpentinite,,,Serpentinite,, 
467,PAPZu;0,Minor,Metamorphic,Metaigneous,Metaintrusive,Metaultramafic,Metaperidotite,Metaperidotite,,"ultramafic rocks - includes serpentine, steatite, and other products of alteration of peridotites and pyroxenites "
468,PAPZu;0,Minor,Metamorphic,Metaigneous,Metaintrusive,Metaultramafic,Metapyroxenite,Metapyroxenite,,"ultramafic rocks - includes serpentine, steatite, and other products of alteration of peridotites and pyroxenites "
469,PAPZw;0,Major,Metamorphic,Schist,Mica-schist,,,Mica-schist,,oligoclase-mica schist 
470,PAPZw;0,Minor,Metamorphic,Gneiss,Hornblende-gneiss,,,Hornblende-gneiss,,"some hornblende gneiss, some augen gneiss "
471,PAPZw;0,Minor,Igneous,Plutonic,Granitic,,,Granitic,,some quartz-rich and feldspar-rich members due to various degrees of granitization. 
472,PAPZwk;0,Major,Metamorphic,Metasedimentary,Metacarbonate,Marble,,Marble,,"marble; light gray, coarsely crystalline; contains graphite flakes in places "
473,PAQs;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Estuarine,"Fine-grained, unconsolidated sand deposited by lake currents. "
474,PAQt;0,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,Alluvial,"Gray or pale-reddish-brown, very gravelly sand interstratified with crossbedded sand  "
475,PAQt;0,Minor,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,Alluvial,"Gray or pale-reddish-brown, very gravelly sand interstratified with crossbedded sand  "
476,PAQt;0,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,Alluvial,clay-silt beds 
477,PAQt;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Alluvial,clay-silt beds 
478,PASb;14,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
479,PASb;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed, 
480,PASb;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed, 
481,PASb;19,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Bed,red shale 
482,PASb;19,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
483,PASb;19,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,Bed,very fine to coarse-grained sandstone 
484,PASb;19,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,Calcareous, 
485,PATRgc;1,Major,Sedimentary,Clastic,Conglomerate,,,Conglomerate,,Gray quartz conglomerate 
486,PATRgc;1,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
487,PADosn;19,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed, 
488,PAMb;10,Minor,Sedimentary,Coal,,,,Coal,Bed, 
489,PAOrr;20,Minor,Sedimentary,Chemical,Chert,,,Chert,Bed, 
490,PAMDpr;12,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,some conglomerate (Pocono); overlying conglomerate (Rockwell); shown in southwestern Bedford County only. 
491,PAPAap;6,Minor,Sedimentary,Coal,,,,Coal,, 
492,PAPAcc;6,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
493,PATbm;0,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,Terrace, 
494,PAwater;0,Major,Water,,,,,Water ,,
495,PADosn;19,Major,Sedimentary,Carbonate,Limestone,,,Limestone,Bed, 
496,PAMsc;8,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,Bed, 
